idx_way;idx_node_OSM;idx_node;lon;lat;tile_x;tile_y;way_type
920869674;7591793584;0;6,69773;53,461922;8496;5301;service
920869672;1095479053;1;6,70465;53,462109;8497;5301;service
920869672;8549610312;2;6,719698;53,463393;8497;5301;service
920869674;8549610313;3;6,716636;53,463567;8497;5301;service
920869672;996870817;4;6,73006;53,464243;8498;5301;service
920869677;8549612517;5;6,729981;53,464697;8498;5301;service
920869672;996870825;6;6,745441;53,465385;8498;5301;service
920869677;8549612520;7;6,744143;53,465739;8498;5301;service
423241233;6644134043;8;6,767402;53,462702;8499;5301;cycleway
138582299;996870836;9;6,765686;53,462796;8499;5301;service
920869678;8549612538;10;6,764124;53,463548;8499;5301;service
85882598;3759597763;11;6,751741;53,464918;8499;5301;unclassified
920869672;6644134035;12;6,747386;53,465372;8499;5301;service
920869677;8549612521;13;6,746105;53,465768;8499;5301;service
138582299;1095479294;14;6,768633;53,462196;8500;5301;service
366589519;5509592153;15;6,812615;53,461936;8502;5301;tertiary
671668852;4949717084;16;6,814035;53,462014;8502;5301;service
366589519;289454457;17;6,816787;53,462025;8502;5301;tertiary
504887198;5509606038;18;6,816603;53,46227;8502;5301;service
504887198;4949848236;19;6,812683;53,462393;8502;5301;service
920793729;8549176938;20;6,812949;53,462886;8502;5301;service
920793729;8549176937;21;6,814611;53,463071;8502;5301;service
381960375;8549883745;22;6,63804;53,448927;8494;5302;service
381960374;8549883751;23;6,640944;53,449245;8494;5302;service
381960374;5178195395;24;6,655476;53,452621;8494;5302;service
381960375;3851660124;25;6,656332;53,45317;8494;5302;service
381960374;8549883772;26;6,658262;53,45321;8495;5302;service
6354285;9861297908;27;6,671464;53,453281;8495;5302;unclassified
381960375;8549883773;28;6,658365;53,453595;8495;5302;service
85881755;996864677;29;6,67873;53,458349;8495;5302;service
920869671;8549610249;30;6,679481;53,458936;8495;5302;service
764604853;48493893;31;6,70098;53,45782;8496;5302;service
85881755;1095479161;32;6,680193;53,45869;8496;5302;service
920869671;8549610250;33;6,680438;53,459133;8496;5302;service
920869671;8549610274;34;6,695971;53,461765;8496;5302;service
920869672;48494737;35;6,700647;53,461772;8496;5302;service
812784013;7591793583;36;6,698611;53,461825;8496;5302;service
764604853;48494005;37;6,70389;53,45811;8497;5302;service
138582294;48494575;38;6,72015;53,46043;8497;5302;unclassified
6354293;48493186;39;6,744489;53,455796;8498;5302;service
138582294;48494596;40;6,743457;53,460507;8498;5302;unclassified
138582294;48494608;41;6,7245;53,46068;8498;5302;unclassified
6355717;48490918;42;6,74854;53,44949;8499;5302;unclassified
6353044;48491834;43;6,76753;53,45193;8499;5302;service
6354293;48493147;44;6,746361;53,455603;8499;5302;service
6354283;48494224;45;6,757696;53,459037;8499;5302;unclassified
138582294;48494548;46;6,747863;53,46018;8499;5302;unclassified
6353065;48491382;47;6,772616;53,450759;8500;5302;service
6353044;48491413;48;6,772349;53,450823;8500;5302;service
6353018;48491641;49;6,788809;53,451427;8500;5302;unclassified
6354283;48493258;50;6,772852;53,456074;8500;5302;unclassified
138582299;1038448149;51;6,788518;53,456705;8500;5302;service
423241233;4229174729;52;6,777179;53,4607;8500;5302;cycleway
920869678;8549612539;53;6,772296;53,461876;8500;5302;service
138582299;1095479352;54;6,770135;53,461884;8500;5302;service
843940663;8978210509;55;6,794957;53,448881;8501;5302;service
676280084;6333300161;56;6,805834;53,448946;8501;5302;service
6353081;7872550548;57;6,79509;53,449004;8501;5302;unclassified
6353030;48490766;58;6,80884;53,449065;8501;5302;service
508702812;4979600437;59;6,805109;53,449067;8501;5302;service
508702811;4979600435;60;6,805031;53,449108;8501;5302;service
372402116;4979600434;61;6,804533;53,449323;8501;5302;service
208731229;4903612062;62;6,792922;53,449369;8501;5302;cycleway
747850116;48490950;63;6,793886;53,449464;8501;5302;tertiary
6352790;48490920;64;6,810974;53,449489;8501;5302;unclassified
6353018;48491151;65;6,793196;53,449738;8501;5302;unclassified
508702813;7454909830;66;6,801476;53,449755;8501;5302;service
6352899;48491158;67;6,811146;53,449891;8501;5302;unclassified
1064627722;9777554138;68;6,811458;53,450295;8501;5302;service
1064627722;9777554128;69;6,811399;53,450457;8501;5302;service
508495989;4977968747;70;6,810254;53,453009;8501;5302;service
138582299;1095479109;71;6,791085;53,455758;8501;5302;service
241637385;2492324774;72;6,811375;53,456017;8501;5302;service
26418591;289454400;73;6,811376;53,456795;8501;5302;unclassified
920793729;8549176939;74;6,80342;53,457664;8501;5302;service
366589519;5157629827;75;6,811497;53,461484;8501;5302;tertiary
504887198;4949848249;76;6,811144;53,461556;8501;5302;service
6352899;48490700;77;6,81683;53,44892;8502;5302;unclassified
6352899;48491018;78;6,812463;53,449668;8502;5302;unclassified
1064627722;9777554137;79;6,811589;53,45031;8502;5302;service
1064627722;9777554139;80;6,811715;53,451147;8502;5302;service
508495989;4977968750;81;6,812686;53,452604;8502;5302;service
566464568;5458236820;82;6,833476;53,452883;8502;5302;service
566464568;289454414;83;6,833423;53,453295;8502;5302;service
241637385;2492324749;84;6,811568;53,456139;8502;5302;service
26418591;9227572704;85;6,811554;53,456785;8502;5302;unclassified
920793729;8549176936;86;6,825898;53,460304;8502;5302;service
366589519;9563551835;87;6,819325;53,461393;8502;5302;tertiary
366589519;289454449;88;6,811889;53,461703;8502;5302;tertiary
671668852;6807958483;89;6,814076;53,461878;8502;5302;service
504887198;4949848246;90;6,818227;53,461884;8502;5302;service
366589519;5145848385;91;6,812362;53,461888;8502;5302;tertiary
797111205;7454912056;92;6,855418;53,449;8503;5302;service
510556583;7454912033;93;6,851519;53,449089;8503;5302;service
962857747;8906737522;94;6,839796;53,449112;8503;5302;service
510556580;4995509012;95;6,852858;53,449393;8503;5302;service
962857747;8906737551;96;6,850386;53,44957;8503;5302;service
797111218;7454912082;97;6,85539;53,450044;8503;5302;service
510556577;7454912080;98;6,854879;53,450849;8503;5302;service
310392289;3158113038;99;6,854976;53,452591;8503;5302;unclassified
566464568;289454415;100;6,833547;53,453045;8503;5302;service
566464568;3750597744;101;6,833531;53,453167;8503;5302;service
371494615;3750597745;102;6,833526;53,453307;8503;5302;service
510556579;4995509006;103;6,856339;53,448859;8504;5302;service
797111199;7454912041;104;6,856714;53,448894;8504;5302;service
797111201;7454912043;105;6,859005;53,448928;8504;5302;service
510556579;7454912054;106;6,855752;53,448949;8504;5302;service
310392289;3158113026;107;6,863571;53,448988;8504;5302;unclassified
797111205;7454912057;108;6,85551;53,44921;8504;5302;service
310392284;4995508980;109;6,864111;53,449468;8504;5302;unclassified
797111218;7454942385;110;6,855562;53,450405;8504;5302;service
510556577;7454942387;111;6,855971;53,450683;8504;5302;service
310392289;3158113037;112;6,856702;53,452125;8504;5302;unclassified
381960374;8549878152;113;6,598605;53,436076;8492;5303;service
381960375;3851660145;114;6,598415;53,436406;8492;5303;service
331546215;3386161880;115;6,608602;53,437447;8492;5303;service
381960374;8549878210;116;6,613464;53,442203;8492;5303;service
920900210;8549878211;117;6,613637;53,442585;8492;5303;service
381960375;8549878215;118;6,61373;53,442819;8492;5303;service
381960374;747130721;119;6,614085;53,442546;8493;5303;service
920900210;8549878216;120;6,613876;53,442887;8493;5303;service
381960375;3851660130;121;6,631523;53,447341;8493;5303;service
381960374;5178195396;122;6,634858;53,447761;8493;5303;service
6355877;48487109;123;6,656751;53,442804;8494;5303;unclassified
381960374;5178195399;124;6,636101;53,448085;8494;5303;service
381960375;3851660129;125;6,636237;53,448504;8494;5303;service
381960374;5178195394;126;6,638791;53,448726;8494;5303;service
6356298;48485521;127;6,672894;53,438067;8495;5303;unclassified
6355877;48487190;128;6,659183;53,443011;8495;5303;unclassified
6356352;48487807;129;6,678483;53,444147;8495;5303;unclassified
6354285;48489028;130;6,672157;53,446184;8495;5303;unclassified
6356352;48487910;131;6,681942;53,444362;8496;5303;unclassified
6355752;48488044;132;6,701289;53,444714;8496;5303;unclassified
6355577;48484895;133;6,709935;53,43578;8497;5303;unclassified
6355752;48487365;134;6,722437;53,443336;8497;5303;unclassified
6355752;1856170149;135;6,702877;53,444735;8497;5303;unclassified
6355735;48486560;136;6,741179;53,441218;8498;5303;unclassified
6355752;48487294;137;6,72547;53,44319;8498;5303;unclassified
6355760;48487516;138;6,744464;53,443636;8498;5303;unclassified
6355717;48488240;139;6,744215;53,444912;8498;5303;unclassified
6355760;9280078386;140;6,752194;53,435802;8499;5303;unclassified
6352938;9377420310;141;6,756309;53,43634;8499;5303;unclassified
6353048;48485479;142;6,766523;53,437981;8499;5303;unclassified
6352962;48486102;143;6,767527;53,439749;8499;5303;unclassified
6355760;48487184;144;6,746811;53,442984;8499;5303;unclassified
6355717;48489513;145;6,746172;53,446989;8499;5303;unclassified
6353045;48484886;146;6,78373;53,43574;8500;5303;unclassified
6353048;48485420;147;6,768262;53,437778;8500;5303;unclassified
6352962;48486159;148;6,767887;53,440029;8500;5303;unclassified
942465141;8727328497;149;6,789544;53,444019;8500;5303;service
218265097;2275295575;150;6,785562;53,448227;8500;5303;service
6353065;48490525;151;6,781277;53,448609;8500;5303;service
659194915;8546897028;152;6,799622;53,435738;8501;5303;unclassified
6353091;48484961;153;6,79216;53,43591;8501;5303;unclassified
279109599;8546905461;154;6,797481;53,435966;8501;5303;residential
39352792;48487620;155;6,80872;53,443869;8501;5303;tertiary
39352725;48487676;156;6,808744;53,443955;8501;5303;cycleway
942465141;8727328498;157;6,789758;53,444052;8501;5303;service
129650217;1430014647;158;6,809211;53,444369;8501;5303;unclassified
6352833;48488352;159;6,81077;53,44517;8501;5303;unclassified
6353081;48489601;160;6,800647;53,446852;8501;5303;unclassified
208731229;2178657255;161;6,790286;53,447136;8501;5303;cycleway
999575574;2189927835;162;6,790178;53,447178;8501;5303;unclassified
372402116;7454909825;163;6,802646;53,447861;8501;5303;service
6352790;48490055;164;6,81027;53,44791;8501;5303;unclassified
843940663;7872550549;165;6,794054;53,448046;8501;5303;service
676280084;6333300160;166;6,808268;53,448047;8501;5303;service
508702812;4979600438;167;6,807842;53,448063;8501;5303;service
508702813;4979600446;168;6,799447;53,448165;8501;5303;service
508702811;4979600436;169;6,803888;53,448205;8501;5303;service
6353030;48490325;170;6,80844;53,448327;8501;5303;service
843940663;8978210510;171;6,795634;53,44862;8501;5303;service
747850116;6996843624;172;6,793066;53,448701;8501;5303;tertiary
334676343;3519311421;173;6,829312;53,436783;8502;5303;service
334676337;7653837534;174;6,82261;53,436875;8502;5303;service
6352853;1434558989;175;6,830747;53,441316;8502;5303;cycleway
39352671;48486633;176;6,82983;53,441369;8502;5303;primary
605946166;1434558993;177;6,833369;53,442379;8502;5303;service
455566293;4519584343;178;6,833142;53,442862;8502;5303;service
39352792;471516915;179;6,813408;53,443373;8502;5303;tertiary
39352725;471515114;180;6,813266;53,443508;8502;5303;cycleway
129650217;1430014648;181;6,813134;53,443967;8502;5303;unclassified
6352833;48488180;182;6,813575;53,444889;8502;5303;unclassified
6352899;1690341599;183;6,818157;53,448691;8502;5303;unclassified
345248086;7653837653;184;6,841807;53,436524;8503;5303;service
39352671;48485326;185;6,853667;53,437374;8503;5303;primary
39352670;1434558946;186;6,853303;53,437597;8503;5303;cycleway
310392291;48486204;187;6,855329;53,440058;8503;5303;service
310392285;3158112999;188;6,855164;53,440497;8503;5303;unclassified
39352671;1434558984;189;6,83515;53,440537;8503;5303;primary
6352853;1434558986;190;6,833594;53,440868;8503;5303;cycleway
1064356381;4995508971;191;6,855458;53,441009;8503;5303;service
605946166;5746034112;192;6,835452;53,442024;8503;5303;service
494279272;1434558991;193;6,833751;53,442365;8503;5303;unclassified
455566293;4519584344;194;6,833533;53,442853;8503;5303;service
962857747;8906737550;195;6,849239;53,446957;8503;5303;service
510556583;7454912029;196;6,851101;53,448149;8503;5303;service
510556580;7454912031;197;6,852299;53,448151;8503;5303;service
797111198;7454912039;198;6,855273;53,448567;8503;5303;service
962857747;8906737523;199;6,839642;53,448719;8503;5303;service
39352672;471514519;200;6,857863;53,435744;8504;5303;primary
692629464;6502507496;201;6,876395;53,435745;8504;5303;service
39352664;1434558942;202;6,858286;53,435751;8504;5303;cycleway
692641161;6502637330;203;6,866465;53,435771;8504;5303;service
692629519;6502507486;204;6,877378;53,435987;8504;5303;service
455499835;4518972254;205;6,864268;53,436231;8504;5303;service
692629458;6502507445;206;6,876355;53,436274;8504;5303;service
39352670;48485063;207;6,856646;53,43632;8504;5303;cycleway
692641163;10615306703;208;6,866777;53,43632;8504;5303;service
692629459;6502507468;209;6,876141;53,436358;8504;5303;service
692629457;6502507467;210;6,875921;53,436399;8504;5303;service
39352666;4518969163;211;6,860155;53,436409;8504;5303;unclassified
692629458;6502507470;212;6,875697;53,436441;8504;5303;service
455499835;4518972248;213;6,861505;53,436483;8504;5303;service
692629449;6502507442;214;6,875272;53,436735;8504;5303;service
310190989;8728802632;215;6,87046;53,437137;8504;5303;unclassified
692629519;6502507758;216;6,877164;53,437831;8504;5303;service
692629519;6502507754;217;6,876912;53,438061;8504;5303;service
310392291;3750597730;218;6,856235;53,439714;8504;5303;service
310392285;3158112998;219;6,85566;53,440352;8504;5303;unclassified
692629516;6502507747;220;6,876886;53,440362;8504;5303;service
692629512;6502507749;221;6,877197;53,440949;8504;5303;service
1064356381;4995508972;222;6,855564;53,441081;8504;5303;service
692629517;6502507740;223;6,87735;53,441217;8504;5303;service
692629522;6502507678;224;6,87733;53,442017;8504;5303;service
574793690;6502507637;225;6,876948;53,442834;8504;5303;service
797111198;7454912037;226;6,857509;53,44822;8504;5303;service
797111201;7454912042;227;6,858842;53,448563;8504;5303;service
310392284;4995508981;228;6,865763;53,448691;8504;5303;unclassified
310392289;3158113024;229;6,863472;53,448773;8504;5303;unclassified
797111199;7454912053;230;6,856675;53,448804;8504;5303;service
692629518;6502507768;231;6,880247;53,435794;8505;5303;service
574793690;6502507651;232;6,881973;53,435996;8505;5303;service
692629522;6502507899;233;6,881681;53,43608;8505;5303;service
692629483;6502507620;234;6,883163;53,436277;8505;5303;service
692629519;6502507771;235;6,877592;53,436381;8505;5303;service
692629519;6502507759;236;6,877862;53,437701;8505;5303;service
692629519;6502507753;237;6,877979;53,440031;8505;5303;service
692629516;6502507746;238;6,878041;53,440147;8505;5303;service
692629522;6502507782;239;6,879802;53,440623;8505;5303;service
692629512;6502507752;240;6,878351;53,440725;8505;5303;service
574793690;6502507638;241;6,880252;53,440859;8505;5303;service
692629517;6502507739;242;6,877793;53,441498;8505;5303;service
721034013;8550833651;243;6,47187;53,422672;8486;5304;service
721034013;48481681;244;6,481463;53,423385;8486;5304;service
6528127;9444746165;245;6,490859;53,423385;8487;5304;unclassified
721034013;8550833668;246;6,483344;53,423438;8487;5304;service
6528133;8550465529;247;6,502305;53,424527;8487;5304;service
6528133;48481885;248;6,5068;53,424951;8488;5304;service
54234305;473481341;249;6,523791;53,425727;8488;5304;service
54234305;1435518651;250;6,526258;53,424791;8489;5304;service
6528154;683873568;251;6,542888;53,425623;8489;5304;service
128875844;7717959687;252;6,547725;53,426542;8489;5304;service
128875844;8550465560;253;6,551559;53,427135;8490;5304;service
128875844;8550465572;254;6,568561;53,429797;8490;5304;service
6357285;48482968;255;6,58459;53,4282;8491;5304;unclassified
128875844;473481332;256;6,57052;53,430209;8491;5304;service
381960375;8549878139;257;6,58872;53,434373;8491;5304;service
381960374;8549878137;258;6,590676;53,434417;8491;5304;service
331546201;3386161914;259;6,603668;53,423623;8492;5304;service
331546216;3386161921;260;6,609788;53,42409;8492;5304;unclassified
331546215;3386161867;261;6,613617;53,425089;8492;5304;service
381960374;1421786630;262;6,59239;53,434781;8492;5304;service
381960375;8549878135;263;6,592132;53,435101;8492;5304;service
331546215;3386160588;264;6,609353;53,435606;8492;5304;service
381960375;3851660146;265;6,594882;53,435673;8492;5304;service
381960374;8549878150;266;6,596872;53,43571;8492;5304;service
6357194;48481600;267;6,633108;53,422985;8493;5304;service
331546223;3386161945;268;6,617755;53,423201;8493;5304;unclassified
331546189;3386161836;269;6,614342;53,423507;8493;5304;unclassified
331546215;3386161869;270;6,613818;53,424644;8493;5304;service
6357200;48481255;271;6,622679;53,424808;8493;5304;unclassified
6357243;7070664023;272;6,636611;53,423647;8494;5304;unclassified
6357295;48481813;273;6,643904;53,423971;8494;5304;unclassified
6355874;9377675853;274;6,657512;53,42606;8494;5304;unclassified
6356248;48481712;275;6,674245;53,423531;8495;5304;unclassified
6355874;48482487;276;6,658525;53,426264;8495;5304;unclassified
6356298;48484493;277;6,67328;53,433861;8495;5304;unclassified
6356250;9377675848;278;6,68425;53,422773;8496;5304;residential
1075215061;9861314849;279;6,687157;53,427298;8496;5304;service
6356317;48481825;280;6,704422;53,423988;8497;5304;unclassified
6355709;48482168;281;6,72325;53,42515;8497;5304;unclassified
6355577;48484854;282;6,709878;53,435604;8497;5304;unclassified
6355776;9112122061;283;6,738459;53,422888;8498;5304;unclassified
6355790;3376511855;284;6,729026;53,423029;8498;5304;unclassified
6355715;48481735;285;6,726618;53,42361;8498;5304;unclassified
6355709;48482230;286;6,726145;53,425339;8498;5304;unclassified
48870370;3376631176;287;6,744681;53,42552;8498;5304;unclassified
330671767;3376631115;288;6,745274;53,426073;8498;5304;service
6355712;48483067;289;6,74556;53,42872;8498;5304;unclassified
6355735;48484540;290;6,734308;53,434021;8498;5304;unclassified
138563986;48481510;291;6,753989;53,422635;8499;5304;unclassified
330671746;9954343237;292;6,747051;53,422644;8499;5304;service
334664324;3417249133;293;6,767417;53,422948;8499;5304;service
6352959;48481584;294;6,76623;53,42298;8499;5304;residential
154909354;48481683;295;6,765439;53,423538;8499;5304;residential
6355786;48481760;296;6,748907;53,423777;8499;5304;unclassified
48870370;1856170146;297;6,746289;53,425506;8499;5304;unclassified
6353031;8546897064;298;6,767575;53,425617;8499;5304;unclassified
330671767;3376630830;299;6,745629;53,426337;8499;5304;service
6355712;6935928349;300;6,753316;53,43511;8499;5304;unclassified
6352938;48484773;301;6,754868;53,435184;8499;5304;unclassified
6355760;48484789;302;6,753564;53,43536;8499;5304;unclassified
6353005;48481557;303;6,783117;53,422802;8500;5304;unclassified
6353056;5517183801;304;6,774905;53,424233;8500;5304;unclassified
6353089;48482121;305;6,78667;53,42504;8500;5304;unclassified
6353031;8546897065;306;6,767616;53,425607;8500;5304;unclassified
6353091;48484556;307;6,78948;53,4341;8500;5304;unclassified
6353045;48484867;308;6,784;53,43566;8500;5304;unclassified
6352842;48481614;309;6,809186;53,423078;8501;5304;unclassified
6352842;48481829;310;6,81087;53,42402;8501;5304;unclassified
6352793;3417370286;311;6,800026;53,426393;8501;5304;unclassified
6352793;48482758;312;6,802141;53,42763;8501;5304;unclassified
6353089;5250734778;313;6,795163;53,430388;8501;5304;unclassified
6352856;48484536;314;6,809557;53,433886;8501;5304;unclassified
6353091;5517183799;315;6,790758;53,434962;8501;5304;unclassified
279109599;2833591813;316;6,796048;53,435047;8501;5304;residential
659194915;8546897029;317;6,801251;53,435419;8501;5304;unclassified
6352816;48481668;318;6,82511;53,42333;8502;5304;unclassified
6352842;48482466;319;6,81484;53,42618;8502;5304;unclassified
6352816;48482689;320;6,8326;53,427402;8502;5304;unclassified
345248085;48483073;321;6,833024;53,428733;8502;5304;service
345248085;48483161;322;6,833173;53,429081;8502;5304;service
6352843;48483288;323;6,830356;53,429563;8502;5304;unclassified
6352793;3519323227;324;6,811827;53,43334;8502;5304;unclassified
6352856;48484367;325;6,811907;53,433445;8502;5304;unclassified
334676343;3519311408;326;6,825182;53,43438;8502;5304;service
334676337;3417370819;327;6,819881;53,435387;8502;5304;service
819617758;7653837241;328;6,844665;53,422746;8503;5304;service
819617758;3519311249;329;6,844335;53,422753;8503;5304;service
345248071;7653837134;330;6,840869;53,422925;8503;5304;unclassified
6352846;48481612;331;6,843209;53,423021;8503;5304;unclassified
819617758;7653837225;332;6,8533;53,424595;8503;5304;service
6352816;48482949;333;6,83378;53,428077;8503;5304;unclassified
345248085;48482973;334;6,833641;53,428278;8503;5304;service
345248090;3519311211;335;6,853775;53,430518;8503;5304;service
345248085;3519311411;336;6,838541;53,431196;8503;5304;service
345248086;3519311256;337;6,839239;53,435177;8503;5304;service
692629483;6502507610;338;6,875419;53,422647;8504;5304;service
117511870;1323731640;339;6,874868;53,422664;8504;5304;service
168039813;6502507626;340;6,873395;53,422796;8504;5304;service
1138761192;10614886000;341;6,861479;53,422923;8504;5304;service
1138761190;10614885991;342;6,864471;53,423047;8504;5304;service
1138761193;8952218266;343;6,867289;53,423072;8504;5304;service
527346889;5126982503;344;6,856986;53,423563;8504;5304;cycleway
514022013;4494653725;345;6,856969;53,423632;8504;5304;unclassified
819617758;7653837219;346;6,856914;53,425906;8504;5304;service
692629522;6502507922;347;6,877087;53,426766;8504;5304;service
692629487;6502507631;348;6,877069;53,428359;8504;5304;service
345248090;3519311255;349;6,855747;53,431205;8504;5304;service
692629492;6502507668;350;6,877158;53,431844;8504;5304;service
692629518;6502507669;351;6,87712;53,433643;8504;5304;service
455499835;4518972259;352;6,863342;53,435232;8504;5304;service
692629519;6502507446;353;6,876977;53,435248;8504;5304;service
310190989;6502637338;354;6,869636;53,435325;8504;5304;unclassified
692629464;6502507460;355;6,87617;53,43533;8504;5304;service
692629458;6502507472;356;6,875894;53,435401;8504;5304;service
692629459;6502507469;357;6,87566;53,435445;8504;5304;service
692629457;6502507466;358;6,875429;53,435489;8504;5304;service
692641163;6502637336;359;6,868792;53,435507;8504;5304;service
692641161;6502637331;360;6,866185;53,435517;8504;5304;service
692629458;6502507473;361;6,875203;53,435534;8504;5304;service
455499835;4518972252;362;6,860722;53,435623;8504;5304;service
39352672;1434558937;363;6,85817;53,435639;8504;5304;primary
39352666;471514499;364;6,859822;53,435651;8504;5304;unclassified
692629449;6502507441;365;6,8747;53,435681;8504;5304;service
39352664;1434558941;366;6,858423;53,435715;8504;5304;cycleway
692629483;6502507611;367;6,877516;53,426475;8505;5304;service
692629487;6502507923;368;6,877865;53,428207;8505;5304;service
692629525;6502507938;369;6,877845;53,431712;8505;5304;service
692629492;6502507667;370;6,878031;53,43347;8505;5304;service
692629483;6502507619;371;6,882527;53,435139;8505;5304;service
574793690;6502507652;372;6,881382;53,435174;8505;5304;service
692629522;6502507900;373;6,881234;53,435241;8505;5304;service
692629518;6502507767;374;6,880244;53,435695;8505;5304;service
984759071;1229509084;375;6,195877;53,409532;8473;5305;service
290955964;7467727486;376;6,194759;53,409545;8473;5305;tertiary
46688426;5509507916;377;6,194638;53,409563;8473;5305;cycleway
616321600;5827269572;378;6,19303;53,40957;8473;5305;service
28974122;48475580;379;6,193988;53,409577;8473;5305;primary
616321601;5827269586;380;6,19299;53,409591;8473;5305;service
6531411;48475655;381;6,193811;53,409615;8473;5305;primary
616321600;5827269573;382;6,19281;53,409681;8473;5305;service
447768344;1229509062;383;6,19602;53,410144;8473;5305;service
106928668;1229509043;384;6,195665;53,41021;8473;5305;service
447768344;4448347403;385;6,195888;53,410277;8473;5305;service
458532337;4448347405;386;6,196228;53,410432;8473;5305;service
164425163;658104856;387;6,196283;53,410493;8473;5305;service
640006547;4448347400;388;6,196206;53,410536;8473;5305;service
447768343;1760621869;389;6,196257;53,410708;8473;5305;service
332893066;48476237;390;6,196238;53,410866;8473;5305;tertiary
290955976;2944359630;391;6,196281;53,411009;8473;5305;cycleway
472288511;4665026260;392;6,202191;53,409539;8474;5305;service
984759071;569699065;393;6,196901;53,409584;8474;5305;service
106928668;1229509103;394;6,196297;53,410004;8474;5305;service
6531251;4665026255;395;6,205297;53,410057;8474;5305;unclassified
447768344;1229509065;396;6,196424;53,410161;8474;5305;service
447768344;1229509107;397;6,196384;53,410306;8474;5305;service
458532337;4448347406;398;6,1963;53,41045;8474;5305;service
640006547;1760621863;399;6,196363;53,410558;8474;5305;service
447768343;1760621867;400;6,196344;53,410676;8474;5305;service
290955987;3754449551;401;6,196542;53,410737;8474;5305;cycleway
332893066;48476257;402;6,196323;53,410941;8474;5305;tertiary
6531256;309055369;403;6,211787;53,410963;8474;5305;service
290955976;2944360233;404;6,19632;53,411027;8474;5305;cycleway
138566749;48476440;405;6,213292;53,411115;8474;5305;unclassified
1025523542;9454101190;406;6,226667;53,40957;8475;5305;cycleway
6531375;248188638;407;6,225717;53,410881;8475;5305;unclassified
6530899;1384962400;408;6,235361;53,412796;8475;5305;unclassified
32888774;6427466578;409;6,261649;53,409976;8476;5305;cycleway
163778073;340023853;410;6,262069;53,412853;8476;5305;unclassified
6530899;48478093;411;6,241316;53,413988;8476;5305;unclassified
163778073;1384962474;412;6,270567;53,409949;8477;5305;unclassified
163778073;1384962436;413;6,267358;53,411047;8477;5305;unclassified
673202482;6304348838;414;6,37453;53,409588;8482;5305;service
1005815002;9280083681;415;6,386731;53,410964;8482;5305;service
6528860;48478364;416;6,393183;53,414228;8482;5305;service
790442645;48475920;417;6,414452;53,410458;8483;5305;service
6528860;7418202010;418;6,394158;53,414455;8483;5305;service
6527360;48479476;419;6,415593;53,416696;8483;5305;service
720029551;6757736150;420;6,427506;53,409793;8484;5305;service
35219599;6757736152;421;6,41918;53,409931;8484;5305;unclassified
6527360;7418202273;422;6,4177;53,416893;8484;5305;service
35219595;48479848;423;6,437279;53,417718;8484;5305;service
6528180;48475613;424;6,459148;53,410002;8485;5305;service
126029345;7148920896;425;6,455113;53,411277;8485;5305;cycleway
6528176;1436296580;426;6,457651;53,41545;8485;5305;unclassified
126029345;1436296582;427;6,45905;53,417797;8485;5305;cycleway
35219595;48480497;428;6,438126;53,419302;8485;5305;service
35219595;48481262;429;6,459236;53,421667;8485;5305;service
6528083;48475921;430;6,46872;53,41046;8486;5305;service
6528180;48478309;431;6,4617;53,41415;8486;5305;service
6528176;48479131;432;6,46027;53,415757;8486;5305;unclassified
6528080;48479217;433;6,480364;53,41605;8486;5305;unclassified
6528078;48479398;434;6,468289;53,416479;8486;5305;service
126029345;1436296578;435;6,461318;53,421557;8486;5305;cycleway
35219595;8550833645;436;6,461233;53,421822;8486;5305;service
721034013;48481500;437;6,47083;53,42259;8486;5305;service
6528143;48475984;438;6,50169;53,41055;8487;5305;unclassified
6528109;48478589;439;6,48539;53,41465;8487;5305;unclassified
6528080;48479164;440;6,485031;53,415811;8487;5305;unclassified
6528125;48480805;441;6,50341;53,42013;8487;5305;service
6528127;48480873;442;6,488982;53,420353;8487;5305;unclassified
721911293;6771883583;443;6,51206;53,412235;8488;5305;service
6528030;48477409;444;6,51598;53,41269;8488;5305;service
6528141;48478612;445;6,52206;53,4147;8488;5305;service
6528103;48479562;446;6,52407;53,41689;8488;5305;service
6528125;48480963;447;6,506277;53,420536;8488;5305;service
6528088;48479258;448;6,54058;53,41609;8489;5305;unclassified
6528154;1987100476;449;6,541453;53,419702;8489;5305;service
295193068;2989027560;450;6,53136;53,419876;8489;5305;service
6357162;48475379;451;6,553107;53,409623;8490;5305;unclassified
827746243;7727560221;452;6,561038;53,409854;8490;5305;service
6528088;48478925;453;6,54971;53,41532;8490;5305;unclassified
6357223;48479424;454;6,56381;53,41654;8490;5305;service
381952601;7727560219;455;6,574452;53,410318;8491;5305;unclassified
6357284;7727560215;456;6,59108;53,415391;8491;5305;unclassified
6357285;48480965;457;6,58771;53,42064;8491;5305;unclassified
6357322;48476690;458;6,610244;53,411588;8492;5305;unclassified
6357284;48479001;459;6,59224;53,41549;8492;5305;unclassified
373744676;48479239;460;6,61303;53,41601;8492;5305;service
6357243;48480043;461;6,612634;53,418388;8492;5305;unclassified
331546216;3386161794;462;6,61056;53,422254;8492;5305;unclassified
331546201;3386161795;463;6,604197;53,42234;8492;5305;service
6356778;48475363;464;6,626378;53,409644;8493;5305;service
6357226;48475446;465;6,625537;53,4097;8493;5305;service
6357180;3386161892;466;6,628885;53,409856;8493;5305;unclassified
